RiskNoX Antivirus Scan Report
========================================
Scan Path: C:\Users
Started: 2025-09-27 15:17:19.386320
Completed: 2025-09-27 15:38:11.182716
Duration: 1251.8 seconds
Files Scanned: 146734
Threats Found: 2461

THREATS DETECTED:
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-noninteractive-element-to-interactive-role-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-noninteractive-element-to-interactive-role-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-noninteractive-tabindex-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-noninteractive-tabindex-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-onchange-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-onchange-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-redundant-roles-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-redundant-roles-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-static-element-interactions-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\no-static-element-interactions-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\prefer-tag-over-role-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\prefer-tag-over-role-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\role-has-required-aria-props-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\role-has-required-aria-props-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\role-supports-aria-props-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\role-supports-aria-props-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\scope-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\scope-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\tabindex-no-positive-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\rules\tabindex-no-positive-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\attributesComparator-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\attributesComparator-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getAccessibleChildText-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getAccessibleChildText-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getComputedRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getComputedRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getElementType-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getElementType-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getExplicitRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getExplicitRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getImplicitRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getImplicitRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getSuggestion-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getSuggestion-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getTabIndex-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\getTabIndex-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\hasAccessibleChild-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\hasAccessibleChild-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isAbstractRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isAbstractRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isContentEditable-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isContentEditable-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isDisabledElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isDisabledElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isDOMElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isDOMElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isFocusable-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isFocusable-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isInteractiveElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isInteractiveElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isInteractiveRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isInteractiveRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonInteractiveElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonInteractiveElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonInteractiveRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonInteractiveRole-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonLiteralProperty-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isNonLiteralProperty-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isSemanticRoleElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\isSemanticRoleElement-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\mayContainChildComponent-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\mayContainChildComponent-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\mayHaveAccessibleLabel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\mayHaveAccessibleLabel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\parserOptionsMapper-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\parserOptionsMapper-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\schemas-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\schemas-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\input-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\input-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\menu-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\menu-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\menuitem-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\eslint-plugin-jsx-a11y\__tests__\src\util\implicitRoles\menuitem-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\fastq\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\fastq\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\for-each\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\for-each\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\function.prototype.name\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\function.prototype.name\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\globalthis\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\globalthis\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\graceful-fs\polyfills.js: Virus.Generic.Content
C:\Users\ANANDHU\my-app\node_modules\has-symbols\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\has-symbols\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\has-tostringtag\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\has-tostringtag\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\elementType-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\elementType-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\eventHandlers-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\eventHandlers-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getProp-parser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getProp-parser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getProp-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getProp-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropLiteralValue-babelparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropLiteralValue-babelparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropLiteralValue-flowparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropLiteralValue-flowparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropValue-babelparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropValue-babelparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropValue-flowparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\getPropValue-flowparser-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\hasProp-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\hasProp-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\index-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\index-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\propName-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\jsx-ast-utils\__tests__\src\propName-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\cli\next-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\cli\next-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\cross-spawn\index.js: Script.Destructive.Suspicious
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\unstable_testing.react-server.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\unstable_testing.react-server.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.development.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.development.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\diagnostics\build-diagnostics.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\diagnostics\build-diagnostics.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\experimental\testing\server\config-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\experimental\testing\server\config-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\experimental\testing\server\middleware-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\experimental\testing\server\middleware-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\telemetry\post-telemetry-payload.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\telemetry\post-telemetry-payload.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\trace\trace.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\trace\trace.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\trace\report\index.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\next\dist\trace\report\index.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object-inspect\test-core-js.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object-inspect\test-core-js.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object-inspect\test\quoteStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object-inspect\test\quoteStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.assign\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.assign\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.entries\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.entries\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.fromentries\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.fromentries\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.groupby\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.groupby\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.values\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\object.values\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\reflect.getprototypeof\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\reflect.getprototypeof\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\regexp.prototype.flags\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\regexp.prototype.flags\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\reusify\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\reusify\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.includes\tests\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.includes\tests\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.matchall\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.matchall\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.repeat\tests\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.repeat\tests\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trim\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trim\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trimend\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trimend\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trimstart\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\string.prototype.trimstart\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\config-loader.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\config-loader.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\filesystem.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\filesystem.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\mapping-entry.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\mapping-entry.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\match-path-async.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\match-path-async.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\match-path-sync.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\match-path-sync.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\try-path.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\try-path.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\tsconfig-loader.test.js: Test.Virus.Signature
C:\Users\ANANDHU\my-app\node_modules\tsconfig-paths\lib\__tests__\tsconfig-loader.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250824_200652.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250824_200652.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250824_201300.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250824_201300.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250825_074603.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250825_074603.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250825_074706.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\backend\master_test_summary_20250825_074706.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@smithy\eventstream-codec\dist-cjs\TestVectors.fixture.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@smithy\eventstream-codec\dist-cjs\TestVectors.fixture.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@smithy\eventstream-codec\dist-es\TestVectors.fixture.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\@smithy\eventstream-codec\dist-es\TestVectors.fixture.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\busboy\test\test-types-multipart-charsets.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\inluencer-trading-bot\node_modules\busboy\test\test-types-multipart-charsets.js: Test.Virus.Signature
